Dates,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices
,PSMGN,LRE,BCOM,GSZ.PA,SDFGn.DE,NPOS.PA,ORAN,EDP.LS,PDLI ,CLLN.L,CNPP.PA,HFC.N,RWEG.DE,CTL.N,AZN.L,BOUY.PA,CWC.L,ENI.MI,VIV.PA,BALF.L,UU.L,PFG.L,TOTF.PA,RDSa.AS,LAGA.PA,FTSE,S&P 500,MSCI,CAC,DAX,Oil,USA-10 year Treasury Bond,UK Gilt,EUR/USD,DTWEXM,CBOE volatility,FVX
9-Aug-12,21.9521,8.28,29.2735,23.9024,49.0353,53.7052,13.9477,2.4265,7,4.09,11.3452,36.57976,38.8872,42.54,46.89,26.8371,31.86,22.0259,19.3742,4.55,10.66,14.69,49.2199,35.5737,15.6054,"4,658.57","1,337.89",11464.03,3456.71,"8,331.91",93.36,1.55,1.474,1.2504,74.677,19.34,0.728
10-Aug-12,22.0525,8.29,29.2047,23.7299,48.3754,53.2716,13.7759,2.3804,7.07,4.08,11.3193,36.09203,38.8599,42.78,47.02,26.753,32.54,21.9358,19.2076,4.6,10.79,14.74,49.1066,35.4536,15.6022,"4,799.25","1,360.02",11470.75,3435.62,"8,256.68",92.87,1.55,1.474,1.2575,74.5184,17.53,0.696
13-Aug-12,22.0295,8.28,29.4712,23.8606,48.5782,52.9069,13.8909,2.3898,7.1,4.08,11.4654,37.133146,38.7228,42.85,46.94,26.9249,33.5,21.8876,19.3043,4.54,10.8,14.92,49.0222,35.2792,15.5149,"4,809.39","1,385.97",11436.81,3426.41,"8,046.20",92.73,1.55,1.474,1.2593,74.4837,16.7,0.702
14-Aug-12,22.6091,8.27,29.5705,24.1431,49.0069,53.0948,14.046,2.3718,7.15,4.11,11.4918,37.817844,38.9203,42.74,47.22,27.2295,34.06,22.0547,19.4056,4.61,11.33,15.04,49.2842,35.4353,15.4576,"4,840.55","1,385.30",11504.3,3450.27,"8,503.10",93.43,1.55,1.474,1.2564,74.5443,18.03,0.746
16-Aug-12,23.0403,8.33,29.8227,24.6464,49.9722,53.0056,14.1825,2.4399,7.31,4.15,11.7351,37.986674,39.2602,41.99,47.59,27.4322,33.42,22.0767,19.68,4.57,11.42,15.08,49.7251,35.45,16.0323,"4,853.36","1,375.14",11502.29,3480.49,"8,640.28",95.6,1.55,1.474,1.2628,74.4575,18.96,0.816
17-Aug-12,23.4081,8.35,29.7596,24.7154,50.3866,53.1526,14.183,2.4666,7.35,4.21,12.2825,37.39577,39.2521,42.06,47.1,27.6938,33.71,22.1008,19.7699,4.59,11.33,15.13,49.8008,35.4698,15.957,"4,867.00","1,365.00",11618.1,3488.38,"8,612.95",96.01,1.55,1.474,1.2815,74.6374,17.57,0.799
20-Aug-12,23.0072,8.36,29.802,24.8957,50.1679,52.9578,14.1882,2.5044,7.3,4.21,11.964,37.583359,39.2954,41.69,46.92,27.642,34.1,21.9828,19.6253,4.51,11.3,15.23,49.9272,35.2946,15.822,"4,851.65","1,390.99",11563.27,3480.58,"8,570.40",95.97,1.55,1.474,1.2757,74.5529,15.64,0.792
21-Aug-12,23.4812,8.44,29.7474,25.227,50.8592,53.6201,14.3094,2.5065,7.33,4.23,12.4564,37.39577,39.6823,41.46,47.07,28.2011,34,22.4586,19.7838,4.58,11.31,15.45,50.4414,35.5148,16.2072,"4,876.97","1,394.23",11639.47,3513.28,"8,534.13",96.68,1.55,1.474,1.2854,74.1381,15.95,0.792
22-Aug-12,23.3735,8.52,29.5363,24.8516,50.4484,53.212,14.1356,2.5202,7.3,4.26,12.4822,37.311355,39.5618,41.51,46.99,27.8954,33.55,22.171,19.5092,4.5,11.35,15.17,49.8597,35.3045,16.0461,"4,855.87","1,401.35",11494.35,3461.65,"8,520.37",97.26,1.55,1.474,1.2899,74.2456,15.99,0.713
23-Aug-12,23.0702,8.49,29.4517,24.6593,49.978,53.6128,14.0946,2.4735,7.32,4.28,12.1789,36.373413,38.8374,41.67,46.93,28.1201,33.71,22.0087,19.8543,4.43,11.22,15.13,49.4693,35.2302,15.9909,"4,872.30","1,402.22",11466.54,3432.56,"8,593.17",96.27,1.55,1.474,1.2988,73.8065,15.32,0.687
24-Aug-12,22.895,8.44,29.407,24.7279,49.8311,52.3213,14.0873,2.4547,7.3,4.32,12.2995,36.570381,39.1148,42.26,47.13,27.743,34,21.7816,19.5421,4.41,11.24,15.15,49.2744,35.2308,15.7168,"4,881.48","1,402.80",11449.06,3433.21,"8,536.25",96.15,1.55,1.474,1.3124,73.9778,15.28,0.704
28-Aug-12,22.8478,8.45,29.6701,24.8329,50.0302,51.8619,14.21,2.4839,7.37,4.32,12.2625,37.8835,39.5384,41.97,46.92,27.5279,33.55,21.9494,19.4743,4.41,11.28,15.11,49.3014,35.3113,15.6926,"4,912.80","1,404.11",11375.24,3431.55,"8,683.55",96.33,1.55,1.474,1.3046,73.7641,13.7,0.675
29-Aug-12,23.5482,8.42,29.606,24.4315,49.9843,52.6438,13.8195,2.4732,7.355,4.36,12.2771,37.39577,39.4637,42.38,46.71,24.9953,33.65,21.9257,18.9313,4.45,11.28,15.14,49.3955,35.0874,15.4603,"4,873.82","1,403.93",11387.69,3413.89,"8,681.63",95.49,1.55,1.474,1.3047,73.8923,14.85,0.683
30-Aug-12,24.0453,8.33,29.3595,24.1266,49.0972,51.5957,13.5794,2.3983,7.35,4.35,12.0789,37.874121,39.272,42.08,46.73,24.1641,33.84,21.6821,19.5126,4.46,11.25,15.13,48.9784,34.9114,15.0326,"4,866.91","1,405.53",11325.91,3379.11,"8,840.43",94.62,1.55,1.474,1.2968,74.1145,14.63,0.658
31-Aug-12,24.0874,8.45,29.6267,24.6155,48.9167,52.6635,13.8262,2.437,7.36,4.4,12.1235,37.789706,39.9682,42.26,46.58,24.867,33.95,22.1571,19.6044,4.45,11.25,15.32,49.929,34.971,15.6501,"4,851.27","1,415.51",11410.19,3413.07,"8,790.43",96.47,1.55,1.474,1.2979,73.6939,14.29,0.596
4-Sep-12,24.1042,8.38,29.8397,24.4497,48.623,51.8867,13.9273,2.4714,7.47,4.39,12.4007,37.611497,40.4306,42.73,46.15,24.3366,33.9,21.6856,19.4995,4.44,11.17,15.17,49.5276,34.7962,15.1642,"4,830.13","1,418.13",11428.84,3399.04,"8,721.47",95.3,1.55,1.474,1.2898,73.7638,14.02,0.622
5-Sep-12,24.4359,8.43,29.5259,24.48,48.4812,51.8945,13.8338,2.5463,7.37,4.31,12.3446,36.776728,40.4711,42.7,46.44,24.4737,34.1,21.4688,19.3081,4.53,11.22,15.33,49.4198,34.7293,15.1679,"4,795.14","1,413.17",11446.07,3405.79,"8,808.65",95.36,1.55,1.474,1.2871,73.7657,15.02,0.62
6-Sep-12,25.1992,8.59,30.1936,24.3468,49.3945,52.7735,14.0424,2.6304,7.44,4.37,12.9185,36.973696,41.4789,42.95,46.84,25.2371,34.62,22.339,19.3903,4.71,11.28,15.63,51.1435,35.4153,15.5192,"4,818.23","1,413.49",11676.44,3509.88,"8,798.22",95.53,1.55,1.474,1.2913,73.6231,15.11,0.676
7-Sep-12,25.6363,8.59,30.5316,24.9122,49.8308,49.2824,13.5966,2.7616,7.37,4.48,13.6607,37.07687,42.9967,41.93,46.79,26.277,34.51,23.0541,20.0554,4.8,11.22,15.7,51.9581,35.8049,15.8774,"4,864.26","1,402.08",11808.01,3519.05,"8,783.52",96.42,1.58,1.731,1.2858,72.9164,15.96,0.638
10-Sep-12,25.5205,8.65,30.6935,24.8763,49.357,49.0158,13.3056,2.79,7.34,4.54,13.5097,37.114387,42.9303,41.88,46.5,26.0946,34.27,22.7841,19.9712,4.77,10.98,16.01,51.6023,35.5986,15.8625,"4,791.54","1,411.13",11841.5,3506.05,"8,622.17",96.54,1.58,1.731,1.2888,72.9035,15.18,0.657
11-Sep-12,25.6887,8.64,30.9074,25.3866,49.8862,49.5339,13.5609,2.824,7.34,4.52,13.8502,37.536461,43.8445,42.36,46.83,26.582,34.22,23.0986,20.335,4.79,10.97,16.05,52.9519,35.9268,15.8936,"4,791.48","1,410.44",11780.42,3537.3,"8,765.75",97.17,1.58,1.731,1.2918,72.5586,16.35,0.663
12-Sep-12,26.6495,8.61,31.1448,25.6369,49.3583,51.1963,13.9116,2.8533,7.44,4.57,14.1374,37.517703,44.1643,42.6,46.83,26.5592,35.53,23.1022,20.4063,4.84,11.06,16.03,52.9507,35.9175,16.718,"4,901.85","1,409.30",11811.05,3543.79,"8,833.80",97.01,1.58,1.731,1.2904,72.5405,16.49,0.696
13-Sep-12,26.6839,8.67,31.2947,25.4825,49.1337,51.4661,13.7803,2.8704,7.48,4.59,13.9362,37.283217,44.3203,42.91,47.04,26.1254,35.83,23.3135,20.3912,4.83,11,16.26,53.108,36.5418,16.6995,"4,944.94","1,410.49",11846.53,3502.09,"8,710.15",98.31,1.58,1.731,1.3017,72.4362,17.06,0.654
14-Sep-12,27.9805,8.86,31.5108,26.1037,49.6745,52.0698,14.0231,3.0146,7.54,4.75,14.2855,39.365449,45.0409,42.37,46.9,27.8427,36.53,24.542,20.7754,4.99,11.07,16.7,54.911,36.6489,16.8123,"4,940.33","1,399.48",12116.12,3581.58,"8,774.86",99,1.58,1.731,1.3033,71.868,17.83,0.715
17-Sep-12,26.9467,8.8,31.3996,26.2385,50.2276,51.9407,13.6734,3.0114,7.64,4.69,14.2636,38.727648,44.6694,42.08,46.93,27.1369,38.25,24.2776,20.3756,5.02,11.19,16.39,54.3263,36.6066,16.696,"4,960.92","1,406.58",12080.88,3553.69,"9,050.92",96.62,1.58,1.731,1.2969,72.023,17.47,0.717
18-Sep-12,26.2028,8.76,30.6189,25.6941,49.803,51.7665,13.0721,2.9197,7.62,4.58,13.8222,37.855362,43.8217,42.45,47.17,26.5355,37.1,23.8741,19.8951,4.95,11.49,16.28,53.4885,36.333,16.596,"4,966.79","1,404.94",11933.7,3512.69,"9,245.33",95.29,1.58,1.731,1.2884,72.2219,17.98,0.699
19-Sep-12,26.3615,8.73,30.6865,25.6374,50.3549,51.9893,12.9491,2.9095,7.65,4.6,13.7059,38.033571,43.7443,42.18,48,26.3419,37.1,24.0587,20.2228,4.99,11.79,16.5,54.1059,36.3098,16.5283,"5,011.23","1,403.44",11974.19,3531.82,"9,202.56",91.98,1.58,1.731,1.2874,72.1567,17.74,0.689
20-Sep-12,26.2018,8.81,30.8768,25.1384,50.1083,52.4867,12.7449,2.8763,7.6,4.58,13.5191,39.309173,43.2445,42.26,47.82,26.1759,37.52,23.6536,19.7891,5.02,11.84,16.6,52.9223,35.662,16.3343,"5,117.06","1,432.12",11928.98,3509.92,"9,396.39",91.87,1.58,1.731,1.2926,72.4957,15.6,0.693
21-Sep-12,26.1655,8.89,31.078,25.3024,49.7807,52.1981,12.8037,2.9034,7.73,4.59,13.6928,39.03717,43.3119,41.89,47.74,26.3472,37.68,24.0889,20.3639,5.07,11.72,16.52,52.954,35.731,16.5179,"5,108.91","1,437.92",11950.03,3530.72,"9,472.47",92.89,1.58,1.731,1.295,72.3195,14.38,0.672
24-Sep-12,25.7693,9.03,31.174,25.1681,49.2436,50.6046,12.6261,2.8148,7.78,4.52,13.6605,38.455645,43.1731,42.1,48.05,25.7112,37.9,23.2609,19.9379,5.03,11.79,16.52,52.4308,35.6478,16.2575,"5,080.28","1,429.08",11903.11,3497.22,"9,494.66",91.93,1.58,1.731,1.2948,72.5839,16.28,0.659
25-Sep-12,26.3056,8.99,31.1101,23.5841,49.0836,50.1746,12.7446,2.8737,7.7,4.47,13.6268,37.817844,43.6384,41.94,48.17,25.2867,37.11,23.152,20.5144,5.06,11.81,16.51,52.5467,35.7663,16.1349,"5,090.98","1,433.56",11931.43,3513.81,"9,727.72",91.37,1.58,1.731,1.3052,72.4148,16.41,0.649
26-Sep-12,25.1821,8.86,30.4335,23.0134,48.5623,51.5102,12.3781,2.8123,7.68,4.38,13.1284,37.649015,43.1052,41.23,47.77,24.5836,36.23,22.4985,20.0144,4.96,11.64,16.14,50.9821,35.1829,15.7856,"5,061.16","1,436.56",11737.88,3414.84,"9,710.65",89.98,1.58,1.731,1.3117,72.8283,15.8,0.612
27-Sep-12,25.4646,8.89,30.9461,23.1337,48.9211,54.9582,12.5231,2.8241,7.7,4.43,13.3005,38.746407,43.566,40.82,48.12,25.0384,36.47,22.4687,20.2735,5,11.65,16.33,51.239,35.201,15.4955,"5,064.86","1,459.99",11754.4,3439.32,"9,585.78",91.85,1.58,1.731,1.3065,72.6268,14.05,0.638
28-Sep-12,25.208,8.85,30.5376,22.3728,49.2009,54.4953,12.071,2.7542,7.69,4.38,13.0701,38.70889,42.6692,40.4,47.76,24.4301,36.08,21.8842,19.5119,4.91,11.57,16.24,49.6316,34.5878,15.2217,"5,049.42","1,465.77",11734.1,3354.82,"9,642.72",92.19,1.58,1.731,1.3021,72.8154,14.51,0.63
1-Oct-12,25.7114,8.86,30.5315,22.947,50.4949,55.4995,11.9871,2.7812,7.86,4.42,13.2746,38.896478,43.0513,39.22,47.17,24.9253,35.94,22.3477,20.1052,4.97,11.69,15.99,50.6238,34.8683,15.4654,"5,056.34","1,461.19",11867.48,3434.98,"9,582.68",92.48,1.58,1.731,1.3059,72.7076,14.59,0.62
2-Oct-12,26.0041,9.02,30.7837,22.9231,50.445,54.8648,12.2412,2.7813,7.99,4.47,13.2991,38.258677,43.3551,39.47,46.68,24.7962,36,22.3224,19.9067,5.01,11.78,16.15,50.458,34.8594,15.1957,"4,970.13","1,459.32",11894.41,3414.23,"9,671.40",91.89,1.58,1.731,1.2985,72.5966,14.18,0.614
3-Oct-12,25.9501,8.81,30.6471,23.0015,48.9903,53.9335,12.2705,2.7912,7.93,4.45,13.317,36.917419,44.0891,39.88,46.74,24.9048,36,22.0918,19.9819,4.99,11.69,16.23,49.9839,34.7893,15.3841,"5,001.43","1,461.05",11872.73,3406.02,"9,585.16",88.14,1.58,1.731,1.2971,72.95,13.88,0.604
4-Oct-12,26.6457,8.85,30.6939,23.1116,49.3342,54.463,12.1747,2.7596,8,4.62,13.414,37.527082,43.9103,39.65,47.13,25.4611,36,22.1548,19.9159,5.01,11.92,16.47,49.8939,34.7487,15.5042,"4,950.47","1,460.26",11954.42,3401.2,"9,576.96",91.71,1.58,1.731,1.2933,72.5651,14.07,0.623
5-Oct-12,27.2195,8.9,30.8427,23.4008,49.5517,55.3082,12.4661,2.7904,8.08,4.69,13.424,37.967915,44.5609,39.82,47.09,25.1342,36,22.6905,20.2729,5.06,11.75,16.69,50.477,35.0459,15.8246,"5,005.37","1,460.15",12061.35,3457.04,"9,365.60",89.88,1.59,1.853,1.2939,72.3307,13.98,0.667
8-Oct-12,26.58,8.82,30.4966,22.8903,49.0487,55.0363,12.2337,2.7468,8.08,4.67,13.2413,37.508323,43.6311,39.69,46.52,24.7319,35.71,22.2418,19.9074,4.98,11.63,16.53,49.6583,34.8088,15.2882,"4,999.89","1,456.89",11974.63,3406.53,"9,413.64",89.33,1.59,1.853,1.2902,72.3307,14.15,0.676
9-Oct-12,26.644,8.82,29.6331,22.5662,48.3148,54.6182,11.9692,2.7108,8.08,4.62,13.1352,36.936178,42.516,39.49,46.22,24.6277,35.56,22.2377,20.1763,4.91,11.48,16.2,49.4615,34.4968,15.0659,"4,992.91","1,441.59",11911.76,3382.78,"9,278.48",92.39,1.59,1.853,1.2956,72.836,15.43,0.663
10-Oct-12,26.2629,9.1,29.2819,22.4007,48.329,53.8395,12.0166,2.6739,8.1,4.59,13.0671,35.576161,42.3175,39.58,45.77,25.0399,35.41,22.6325,19.8453,4.79,11.67,16.22,49.1786,34.4508,14.9467,"5,034.95","1,433.32",11828.32,3365.87,"9,442.64",91.25,1.59,1.853,1.2958,72.791,16.81,0.66
11-Oct-12,27.2482,9.04,29.368,22.5948,49.1579,53.9299,12.1272,2.699,8.16,4.65,13.4173,35.632438,42.9569,39.18,46.05,25.096,35.9,22.5689,20.1001,4.79,11.66,16.22,50.0885,34.6613,14.946,"5,055.82","1,447.15",11898.39,3413.72,"9,437.75",92.07,1.59,1.853,1.2942,72.7091,14.84,0.663
12-Oct-12,27.2922,9.12,29.2735,22.4359,48.8151,53.7104,12.015,2.7066,8.14,4.68,13.5392,35.050914,42.66,39.06,45.97,25.013,35.64,22.3906,19.8135,4.8,11.63,16.3,49.3849,34.4535,14.833,"4,995.42","1,440.67",11838.26,3389.08,"9,448.46",91.86,1.59,1.853,1.2836,72.6618,15.73,0.663
15-Oct-12,27.89,9.12,29.2042,22.6202,47.2602,54.0277,12.065,2.6854,8.1,4.68,13.5112,35.022775,42.9496,38.79,46.3,25.035,35.92,22.659,20.3607,4.79,11.63,16.41,49.8498,34.4676,14.7406,"4,960.88","1,444.49",11855.67,3420.28,"9,509.14",91.85,1.59,1.853,1.2795,72.6846,16.32,0.66
16-Oct-12,28.7208,9.35,29.4256,23.1802,48.0246,54.7253,12.4215,2.7448,8.24,4.72,14.2136,35.566782,44.0657,38.94,47.11,25.5426,36.19,23.363,20.8831,4.89,11.78,16.74,51.6204,34.8487,15.1969,"4,932.07","1,445.75",11985.3,3500.94,"9,641.68",92.09,1.59,1.853,1.2813,72.6368,15.71,0.692
17-Oct-12,28.2934,9.35,29.5395,23.5516,48.9133,56.4083,12.6789,2.8097,8.37,4.81,14.691,36.016994,44.7354,39.33,47.28,26.234,37.5,23.7155,21.0069,4.97,11.69,16.8,52.468,35.1863,15.353,"4,987.90","1,450.99",12045.88,3527.5,"9,455.96",92.12,1.59,1.853,1.277,72.2128,15.43,0.772
18-Oct-12,27.7371,9.35,29.2723,23.4845,48.3146,55.5793,12.7045,2.8221,8.22,4.87,14.7113,36.138927,44.6081,39.35,47.33,26.1628,37.85,23.4518,20.6624,5.02,11.58,16.83,52.0512,34.7204,15.2268,"4,965.56","1,461.40",12071.25,3535.18,"9,320.93",92.1,1.59,1.853,1.2745,72.3801,14.55,0.78
19-Oct-12,27.2855,9.29,28.9066,23.1969,47.5202,55.3534,12.5523,2.7592,8.25,4.84,14.5314,35.810647,44.0853,38.96,47.23,25.7621,37.38,23.0081,20.5016,5,11.67,16.79,51.5632,34.5122,15.0956,"4,975.11","1,460.93",12074.3,3504.56,"9,276.01",90.05,1.59,1.853,1.2708,72.8973,14.33,0.751
22-Oct-12,27.3389,9.34,28.3705,23.2645,47.4888,55.0959,12.4752,2.775,8.15,4.94,14.5803,35.669956,44.027,38.56,47.04,25.367,37.36,22.9445,20.9269,5,11.58,16.67,51.3738,34.4625,15.2014,"5,043.71","1,455.88",12040.01,3483.25,"9,412.38",88.73,1.59,1.853,1.2707,72.9086,15.11,0.779
23-Oct-12,27.0542,9.19,28.0021,22.8016,46.3045,53.9643,12.1591,2.7346,8.18,4.88,14.2186,34.77891,43.4188,38.26,46.26,24.9572,37.28,22.4121,20.5423,4.94,11.37,16.3,49.9338,33.7285,14.902,"5,089.15","1,441.48",11891.11,3406.5,"9,366.08",86.67,1.59,1.853,1.2702,73.1677,16.37,0.758
24-Oct-12,26.6554,9.13,28.2379,22.9003,45.9887,54.8018,12.0812,2.7382,8.18,4.94,14.2681,34.563184,43.1743,38.66,46.26,24.9433,37.25,22.6863,20.9806,5,11.46,16.37,50.1654,33.997,14.9546,"5,062.05","1,432.56",11862.66,3426.49,"9,401.87",85.73,1.59,1.853,1.2734,73.2131,16.29,0.748
25-Oct-12,26.6289,9.18,27.767,22.5938,45.996,54.3093,11.4237,2.6836,8.12,4.99,14.1874,35.388573,42.7393,38.68,46.68,24.4303,37.58,22.4645,20.4082,5.04,11.6,16.83,49.7013,33.658,14.9791,"5,034.12","1,432.84",11972.15,3411.53,"9,627.46",86.05,1.59,1.853,1.2778,73.174,15.59,0.819
26-Oct-12,27.8188,9.19,29.9407,22.7467,46.3862,55.3172,11.4186,2.7055,8.07,5.02,14.2975,36.476586,42.9997,38.56,46.71,24.4352,37.61,22.6432,20.6959,5.03,11.55,16.67,50.0867,33.9001,15.1194,"5,025.22","1,428.59",11925.93,3435.09,"9,699.42",86.28,1.59,1.853,1.2742,73.2628,16.14,0.761
31-Oct-12,27.8599,9.25,29.2204,22.9423,47.297,53.9803,11.1465,2.716,7.45,4.96,14.1243,36.232721,43.5449,38.38,46.41,24.0437,37.49,22.9487,20.4543,5.08,10.92,16.19,50.3032,34.2806,15.2175,"4,996.04","1,460.91",11934.95,3429.27,"9,569.64",86.24,1.59,1.853,1.2828,73.2459,15.07,0.715
1-Nov-12,28.4723,9.38,29.1971,23.0367,47.4517,55.311,11.1573,2.6842,7.62,5.09,14.0938,36.148306,43.6944,38.5,46.7,24.1885,38,23.0885,20.5001,5.17,10.94,16.29,50.6225,35.1051,15.2527,"4,990.66","1,457.34",12091.83,3475.4,"9,315.03",87.09,1.59,1.853,1.2882,73.2682,15.03,0.728
2-Nov-12,28.2071,9.03,29.0542,22.8737,46.3186,53.3641,11.1095,2.6635,7.57,5.06,14.0682,35.379194,43.2876,38.33,46.52,23.7209,37.31,22.8481,20.3835,4.99,10.7,16.1,50.6251,34.946,15.2279,"4,959.12","1,433.19",12120.83,3492.46,"9,329.85",84.86,1.59,1.853,1.2975,73.5695,17.06,0.728
5-Nov-12,28.0273,8.91,28.7822,22.3847,45.857,51.5717,10.8923,2.614,7.72,5.05,13.9401,36.504725,42.7833,38.43,46.21,23.3507,37.48,22.4679,19.8641,4.97,10.56,15.93,49.6955,34.6551,15.0937,"5,014.72","1,433.82",12030.46,3448.5,"9,312.01",85.65,1.59,1.853,1.2972,73.677,16.62,0.699
6-Nov-12,28.4384,8.99,29.0214,22.333,46.3637,52.2447,10.9705,2.601,7.93,5.04,13.8957,37.592738,42.9169,38.49,46.54,23.2491,37.45,22.7943,19.8665,4.97,10.71,15.79,49.9898,34.6526,15.3397,"4,981.00","1,413.11",12081.55,3478.66,"9,357.26",88.71,1.59,1.853,1.2944,73.5507,18.83,0.744
7-Nov-12,27.5575,8.87,28.6046,21.7983,45.5631,51.4017,10.6412,2.5348,7.74,4.96,13.7468,38.117986,41.592,37.88,45.75,22.4751,35.93,22.3091,19.2124,4.89,10.55,15.67,48.3661,34.3511,15.0784,"5,049.52","1,408.75",11961.32,3409.59,"9,293.56",84.44,1.49,1.776,1.2951,73.7054,18.33,0.662
8-Nov-12,26.7646,9.04,28.4087,21.3161,45.0091,51.5403,10.5669,2.535,7.85,4.74,13.5671,37.930397,40.6605,39.24,45.92,22.6288,38,22.1763,19.194,4,10.53,15.57,48.0424,34.1758,14.907,"5,022.54","1,412.97",11895.66,3407.68,"9,437.71",85.09,1.49,1.776,1.2977,73.7565,18.12,0.643
9-Nov-12,26.4897,9.02,28.3959,21.3684,44.7383,51.4342,10.5501,2.5086,7.89,4.7,13.2989,38.22116,40.1546,38.81,45.54,22.9696,37.43,22.1753,19.0683,3.9,10.34,15.45,48.2902,34.0064,14.8919,"4,981.31","1,411.94",11842.42,3423.57,"9,408.37",86.07,1.49,1.776,1.2984,73.859,17.81,0.639
12-Nov-12,26.4877,8.98,28.4318,21.2206,45.6307,51.0104,10.4578,2.5071,7.83,4.7,13.2915,38.802684,40.3514,38.92,45.27,22.7455,38.2,22.1228,18.8063,3.78,10.28,15.67,48.0641,33.9975,14.8625,"5,023.61","1,412.16",11803.3,3411.65,"9,493.80",85.57,1.49,1.776,1.3053,73.8807,18.6,0.643
13-Nov-12,26.871,8.86,28.3698,21.1424,43.555,50.6207,10.4334,2.487,7.8,4.68,13.4577,38.793304,39.8694,38.78,45.62,22.7492,37.37,22.2538,19.0402,3.78,10.28,15.61,48.2421,34.2572,15.0724,"4,944.55","1,427.59",11797.22,3430.6,"9,452.22",85.38,1.49,1.776,1.3093,73.8723,16.69,0.62
14-Nov-12,26.6968,8.8,28.4668,21.1257,42.5697,50.1392,10.4215,2.4946,7.41,4.6,13.4153,39.093446,39.982,38.15,45.24,22.6729,36.5,22.1953,19.9796,3.82,10.34,15.36,47.7716,33.3185,15.3551,"4,928.22","1,414.20",11718.65,3400.02,"9,374.16",86.32,1.49,1.776,1.3066,73.9629,17.59,0.622
15-Nov-12,26.4631,8.87,28.4181,21.0197,42.5505,50.602,10.5035,2.4866,7.22,4.62,13.5765,39.177861,39.7911,37.71,45.1,22.6808,36.23,22.2719,20.4,3.96,10.29,15.52,47.8278,32.9223,15.2266,"4,893.72","1,417.26",11683.5,3382.4,"9,453.09",85.45,1.49,1.776,1.2967,74.0324,18.42,0.62
16-Nov-12,26.0828,8.79,27.7774,20.5655,42.0357,50.3967,10.1936,2.449,7.36,4.57,13.3727,39.918836,38.507,37.53,44.35,22.5086,34.91,21.8524,20.0558,3.97,10.28,15.18,47.1133,32.3199,14.9921,"4,883.98","1,428.39",11576.98,3341.52,"9,236.27",86.67,1.49,1.776,1.2924,74.2345,17.58,0.607
19-Nov-12,27.0312,8.87,28.3956,21.3431,42.8079,51.1816,10.4294,2.4853,7.47,4.68,13.4579,40.875537,39.0881,37.91,44.82,23.0406,34.91,22.637,20.6513,4.07,10.39,15.22,48.9572,33.0395,15.3802,"4,896.03","1,394.53",11744.79,3439.58,"9,182.74",89.28,1.49,1.776,1.294,73.8121,19.08,0.631
20-Nov-12,27.2342,9,28.3556,21.2875,42.4853,50.6899,10.381,2.4863,7.51,4.67,13.5274,41.335129,38.7433,38.07,44.95,22.7101,35.2,22.7229,20.6083,4.07,10.5,15.48,48.983,32.9565,15.3542,"4,835.42","1,377.51",11820.83,3462.06,"9,103.33",86.75,1.49,1.776,1.3004,73.8946,18.49,0.657
21-Nov-12,27.3944,9.02,28.6515,21.6666,41.191,51.1866,10.5626,2.5143,7.53,4.6,13.8158,41.832238,39.1586,37.83,45.32,23.0136,35.09,22.8596,20.9867,3.97,10.71,15.33,49.0289,33.0644,15.7687,"4,808.92","1,379.85",11783.32,3477.36,"9,109.32",87.38,1.49,1.776,1.3072,74.0085,18.61,0.682
23-Nov-12,28.4413,9.18,29.3431,22.2911,43.0447,53.2639,10.7057,2.5301,7.6,4.71,14.3504,42.657628,40.0463,38.52,46.33,23.8352,35.29,23.381,21.5256,4.01,10.78,15.27,50.0837,33.4367,16.1517,"4,868.84","1,374.53",11888.93,3528.8,"9,043.58",88.28,1.49,1.776,1.3161,73.4759,16.65,0.69
26-Nov-12,28.0715,9.18,29.1935,22.1303,43.3265,51.7225,10.5981,2.5036,7.66,4.67,14.2692,42.029206,39.5486,38.4,46.15,23.7712,34.9,23.0902,21.3065,3.98,10.73,15.28,49.8385,33.364,16.1009,"4,886.86","1,355.49",11843.6,3500.94,"9,000.03",87.74,1.49,1.776,1.3163,73.472,17.92,0.666
27-Nov-12,28.1402,9.09,28.8521,21.7265,43.2847,51.8852,10.3642,2.4878,7.63,4.59,14.2384,42.113621,39.2718,38.52,46.16,23.694,34.41,23.0532,21.1246,3.95,10.72,15.14,49.1483,33.2337,15.9328,"4,895.00","1,353.33",11867.18,3502.13,"8,856.32",87.18,1.49,1.776,1.3229,73.5317,17.99,0.65
28-Nov-12,29.0103,8.47,29.0038,21.9131,43.6967,51.4791,10.2805,2.4827,7.77,4.63,14.2461,42.385624,38.855,38.55,46.66,23.4802,34.31,23.2082,21.2656,3.96,10.99,15.22,49.5377,33.31,16.1254,"4,923.48","1,359.88",11890.61,3515.19,"9,126.34",86.49,1.49,1.776,1.3226,73.496,16.41,0.624
